time,rnti,link,tbs_ul
19:12:54.835319,"0x6e6d,",[UL],2769
19:12:54.838322,"0x6e6d,",[UL],2769
19:12:54.839357,"0x6e6d,",[UL],2769
19:12:54.840243,"0x6e6d,",[UL],2769
19:12:54.843285,"0x6e6d,",[UL],5477
19:12:54.844396,"0x6e6d,",[UL],6594
19:12:54.845290,"0x6e6d,",[UL],7407
19:12:54.848360,"0x6e6d,",[UL],8324
19:12:54.849335,"0x6e6d,",[UL],3302
19:12:54.850377,"0x6e6d,",[UL],3302
19:12:54.853375,"0x6e6d,",[UL],6594
19:12:54.854608,"0x6e6d,",[UL],7407
19:12:54.855597,"0x6e6d,",[UL],7407
19:12:54.858318,"0x6e6d,",[UL],8324
19:12:54.859391,"0x6e6d,",[UL],2769
19:12:54.923259,"0x6e6d,",[UL],4251
19:12:54.924401,"0x6e6d,",[UL],5861
19:12:54.925276,"0x6e6d,",[UL],7407
19:12:54.926801,"0x6e6d,",[UL],2961
19:12:54.927743,"0x6e6d,",[UL],2961
19:12:54.928244,"0x6e6d,",[UL],3302
19:12:54.928804,"0x6e6d,",[UL],4251
19:12:54.929726,"0x6e6d,",[UL],8324
19:12:54.930895,"0x6e6d,",[UL],7407
19:12:54.935311,"0x6e6d,",[UL],7407
19:12:54.936252,"0x6e6d,",[UL],8324
19:12:54.937303,"0x6e6d,",[UL],8324
19:12:54.940416,"0x6e6d,",[UL],8324
19:12:54.941181,"0x6e6d,",[UL],0
19:12:54.942338,"0x6e6d,",[UL],7407
19:12:54.945369,"0x6e6d,",[UL],7407
19:12:54.946193,"0x6e6d,",[UL],5861
19:12:54.947266,"0x6e6d,",[UL],8324
19:12:54.950298,"0x6e6d,",[UL],0
19:12:54.951204,"0x6e6d,",[UL],8324
19:12:54.952325,"0x6e6d,",[UL],6594
19:12:54.955353,"0x6e6d,",[UL],0
19:12:54.956310,"0x6e6d,",[UL],6378
19:12:54.957329,"0x6e6d,",[UL],0
19:12:54.960343,"0x6e6d,",[UL],7167
19:12:54.961307,"0x6e6d,",[UL],6378
19:12:54.962380,"0x6e6d,",[UL],6378
19:12:54.965275,"0x6e6d,",[UL],1980
19:12:54.966292,"0x6e6d,",[UL],2124
19:12:54.967473,"0x6e6d,",[UL],2292
19:12:54.970364,"0x6e6d,",[UL],3182
19:12:54.971371,"0x6e6d,",[UL],3542
19:12:54.972361,"0x6e6d,",[UL],5072
19:12:54.975402,"0x6e6d,",[UL],6378
19:12:54.976239,"0x6e6d,",[UL],7167
19:12:54.977353,"0x6e6d,",[UL],6378
19:12:54.980407,"0x6e6d,",[UL],7167
19:12:55.036245,"0x6e6d,",[UL],317
19:12:55.044283,"0x6e6d,",[UL],5072
19:12:55.045224,"0x6e6d,",[UL],6378
19:12:55.046224,"0x6e6d,",[UL],7167
19:12:55.049390,"0x6e6d,",[UL],6378
19:12:55.050369,"0x6e6d,",[UL],7167
19:12:55.051271,"0x6e6d,",[UL],6378
19:12:55.054346,"0x6e6d,",[UL],7167
19:12:55.055274,"0x6e6d,",[UL],0
19:12:55.056461,"0x6e6d,",[UL],0
19:12:55.059310,"0x6e6d,",[UL],2961
19:12:55.060199,"0x6e6d,",[UL],4107
19:12:55.061335,"0x6e6d,",[UL],7167
19:12:55.064331,"0x6e6d,",[UL],2481
19:12:55.065267,"0x6e6d,",[UL],2481
19:12:55.066282,"0x6e6d,",[UL],1572
19:12:55.069500,"0x6e6d,",[UL],2385
19:12:55.070210,"0x6e6d,",[UL],2865
19:12:55.071323,"0x6e6d,",[UL],2577
19:12:55.074491,"0x6e6d,",[UL],1908
19:12:55.075264,"0x6e6d,",[UL],1980
19:12:55.076382,"0x6e6d,",[UL],3822
19:12:55.079337,"0x6e6d,",[UL],7167
19:12:55.080236,"0x6e6d,",[UL],7167
19:12:55.081236,"0x6e6d,",[UL],7167
19:12:55.084345,"0x6e6d,",[UL],7167
19:12:55.085370,"0x6e6d,",[UL],6378
19:12:55.086276,"0x6e6d,",[UL],6378
19:12:55.089369,"0x6e6d,",[UL],7167
19:12:55.090368,"0x6e6d,",[UL],7167
19:12:55.091349,"0x6e6d,",[UL],7167
19:12:55.094334,"0x6e6d,",[UL],6378
19:12:55.095227,"0x6e6d,",[UL],7167
19:12:55.096347,"0x6e6d,",[UL],6378
19:12:55.099330,"0x6e6d,",[UL],6117
